534	1
535	5
536	5
537	2
538	3
539	2
540	7
541	3
542	5
543	1
544	3
545	4
546	3
547	2
548	2
549	0
550	1
551	1
552	3
553	0
554	0
555	10
556	7
557	2
558	5
559	3
560	6
561	1
562	2
563	2
564	1
565	1
566	1
567	6
568	0
569	6
570	6
571	3
572	3
573	1
574	2
575	3
576	2
577	12
578	5
579	8
580	1
581	7
582	2
583	0
584	4
585	1
586	9
587	3
588	1
589	0
590	4
591	3
592	1
593	9
594	2
595	3
596	2
597	20
598	4
599	12
600	3
601	15
602	6
603	4
604	8
605	1
606	6
607	1
608	11
609	4
610	2
611	7
612	4
613	2
614	15
615	5
616	2
617	6
618	1
619	6
620	5
621	4
622	6
623	4
624	7
625	1
626	2
627	8
628	7
629	13
630	3
631	6
632	1
633	2
634	4
635	5
636	9
637	8
638	7
639	3
640	4
641	6
642	4
643	2
644	30
645	5
646	6
647	8
648	9
649	4
650	3
651	6
652	2
653	6
654	13
655	0
656	4
657	3
658	3
659	5
660	25
661	3
662	33
663	4
664	4
665	3
666	4
667	7
668	7
669	0
670	13
671	11
672	9
673	1
674	4
675	6
676	8
677	3
678	3
679	5
680	14
681	17
682	11
683	7
684	11
685	13
686	11
687	8
688	1
689	22
690	1
691	5
692	16
693	4
694	3
695	6
696	0
697	6
698	15
699	6
700	2
701	28
702	3
703	7
704	7
705	12
706	5
707	27
708	2
709	6
710	20
711	10
712	7
713	7
714	13
715	14
716	9
717	6
718	26
719	12
720	17
721	13
722	16
723	7
724	17
725	22
726	12
727	2
728	12
729	4
730	30
731	25
732	3
733	16
734	23
735	7
736	4
737	9
738	6
739	12
740	15
741	16
742	13
743	11
744	12
745	3
746	6
747	6
748	9
749	10
750	9
751	13
752	12
753	17
754	11
755	6
756	18
757	8
758	11
759	12
760	21
761	13
762	6
763	36
764	5
765	8
766	4
767	17
768	24
769	7
770	7
771	11
772	48
773	13
774	19
775	9
776	54
777	5
778	31
779	15
780	58
781	12
782	5
783	1
784	37
785	38
786	12
787	6
788	15
789	12
790	14
791	32
792	24
793	10
794	14
795	29
796	13
797	4
798	30
799	19
800	27
801	11
802	19
803	24
804	26
805	14
806	34
807	51
808	21
809	5
810	39
811	3
812	21
813	32
814	27
815	12
816	10
817	67
818	4
819	32
820	38
821	28
822	20
823	41
824	18
825	11
826	69
827	20
828	48
829	22
830	3
831	51
832	24
833	46
834	34
835	19
836	1
837	35
838	89
839	51
840	14
841	26
842	46
843	4
844	61
845	59
846	40
847	2
848	45
849	84
850	36
851	12
852	54
853	14
854	80
855	44
856	35
857	11
858	34
859	19
860	7
861	147
862	17
863	34
864	63
865	38
866	93
867	45
868	93
869	6
870	85
871	68
872	27
873	42
874	108
875	39
876	45
877	62
878	40
879	30
880	6
881	13
882	57
883	28
884	96
885	46
886	153
887	25
888	100
889	458
890	108
891	30
892	24
893	85
894	134
895	24
896	50
897	33
898	91
899	27
900	36
901	105
902	180
903	86
904	175
905	60
906	42
907	74
908	72
909	125
910	47
911	51
912	61
913	176
914	55
915	84
916	94
917	71
918	363
919	299
920	583
921	107
922	145
923	58
924	190
925	50
926	154
927	107
928	155
929	42
930	699
931	20
932	157
933	83
934	59
935	339
936	214
937	451
938	354
939	46
940	146
941	208
942	231
943	49
944	841
945	115
946	82
947	267
948	336
949	360
950	18
951	82
952	378
953	171
954	106
955	40
956	84
957	14
958	236
959	355
960	842
961	1026
962	162
963	105
964	190
965	133
966	225
967	973
968	1199
969	362
970	15
971	162
972	47
973	698
974	561
975	1347
976	650
977	142
978	125
979	308
980	364
981	80
982	126
983	113
984	455
985	599
986	1093
987	403
988	512
989	2620
990	150
991	411
992	228
993	382
994	1181
995	1116
996	162
997	59
998	1743
999	1066
